date            16/12/06
time            AM
depth           14.9
divetime        50
tank            alu
pressure        150
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Lauren
link            https://katzgraber.org/album/album50/index.html
tech            Drift dive
comments        Saw turtles, moray eel, nudibranch
############################################################################
id              90
location        Turtle Grotto (Wistari Reef)
site            Heron Island, Australia
date            16/12/06
time            PM
depth           16.2
divetime        48
tank            alu
pressure        120
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Saw octopus, large cowfish, boxfish, nudibranch, batfish
############################################################################
id              91
location        Gorgonia Hole
site            Heron Island, Australia
date            17/12/06
time            AM
depth           13.2
divetime        49
tank            alu
pressure        150
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Wonderful dive site: nice canyons with some gorgonias. Saw nudibranches, turtles, box fish, 1.5m white-tip reef shark. 
############################################################################
id              92
location        Tenements 1
site            Heron Island, Australia
date            17/12/06
time            PM
depth           14.0
divetime        49
tank            alu
pressure        160
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Saw many nudibranches, baby barramundi cod, several anemones with clown fish. 
############################################################################
id              93
location        Pam to Heron Bommie
site            Heron Island, Australia
date            18/12/06
time            AM
depth           15.9
divetime        47
tank            alu
pressure        150
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Saw some nudibranches, large barracuda, turtle.
############################################################################
id              94
location        Hole in the Wall to Coral Grotto
site            Heron Island, Australia
date            17/12/06
time            PM
depth           13.9
divetime        47
tank            alu
pressure        140
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Saw interesting nudibranch. Boring and too crowded dive.
############################################################################
id              95
location        Gorgonia Hole
site            Heron Island, Australia
date            18/12/06
time            AM
depth           13.5
divetime        56
tank            alu
pressure        140
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            None
comments        Saw interesting nudibranch, large octopus. Great dive site!
############################################################################
id              96
location        Flinders Reef (Coral garden) via Nautilus Scuba
site            Moreton Island (Brisbane) QLD, Australia
date            22/12/06
time            AM
depth           14.8
divetime        42
tank            alu
pressure        140
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran and Yasser Taraboulsi
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            Strong surge
comments        Saw some nudibranches, moray eel, lots of soft coral.
############################################################################
id              97
location        Flinders Reef (North Buoy) via Nautilus Scuba
site            Moreton Island (Brisbane) QLD, Australia
date            22/12/06
time            PM
depth           9.4
divetime        50
tank            alu
pressure        110
volume          11
air             Air
kilos           6
suit            long 3:2
buddy           Kim-Vy Tran and Yasser Taraboulsi
guide           Unguided
link            https://katzgraber.org/album/album50/index.html
tech            Strong surge, shallow dive
comments        Wonderful dive site! Saw a 2m Wobegong shark, several hundred parrot fish schooling, nudibranches.
############################################################################
id		98
location	Badi Talegg
site		Embrach, Switzerland
date		12/05/07
time		AM
depth		3.8
divetime	71
tank		fe
pressure	140
volume		12
air		Air
kilos		6
suit		full 7mm
buddy		Alice
guide		Christian Antonucci
link		None
tech		Divemaster Course, PADI exercises part I
comments	Water was 18C, very windy day. Course was held in a pool.
############################################################################
id              99
location        Badi Talegg
site            Embrach, Switzerland
date            19/05/07
time            AM
depth           3.0
divetime        51
tank            fe
pressure        210
volume          10
air             Air
kilos           8
suit            full 3mm
buddy           Alice
guide           Christian Antonucci
link            None
tech            Divemaster Course, PADI exercises part II, gear exchange
comments        Course was held in inside pool (warm water). Used excessive lead to ensure staying on the ground for the exercises. The gear exchange is to test stress situations: two divers have to change al gear while buddy-breathing. Passed the fitness test with 17/20 points. For the first time ever ran out of air, probably due to regulator free flow thanks to my buddy...
############################################################################
id              100
location        Badi Talegg
site            Embrach, Switzerland
date            02/06/07
time            AM
depth           3.6
divetime        56
tank            fe
pressure        80
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda
link            None
tech            Divemaster Course part III, assisted OWD course
comments        Water was 18C. Course was held in outside pool.
############################################################################
id              101
location        Badi Talegg
site            Embrach, Switzerland
date            02/06/07
time            AM
depth           3.6
divetime        39
tank            fe
pressure        80
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda 
link            None
tech            Divemaster Course part III, assisted OWD course dive I
comments        Water was 18C. Course was held in outside pool.
############################################################################
id              102
location        WZ Tiefenbrunnen, Zurich Lake
site            Zurich, Switzerland
date            03/06/07
time            AM
depth           8.1
divetime        28
tank            fe
pressure        50
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda
link            None
tech            Divemaster Course part IV, assisted OWD course dive II
comments        Water was 17C and colder. Bad visibility in the lake.
############################################################################
id              103
location        WZ Tiefenbrunnen, Zurich Lake
site            Zurich, Switzerland
date            03/06/07
time            AM
depth           10.4
divetime        22
tank            fe
pressure        50
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda
link            None
tech            Divemaster Course part IV, assisted OWD course dive III
comments        Water was 17C and colder. Bad visibility in the lake.
############################################################################
id              104
location        Badi Talegg
site            Embrach, Switzerland
date            09/06/07
time            AM
depth           3.8
divetime        49
tank            fe
pressure        100
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda / Christian Antonucci
link            None
tech            Divemaster Course part V, assisted OWD course dive IV
comments        Water was 18C. Course was held in outside pool.
############################################################################
id              105
location        WZ Tiefenbrunnen, Zurich Lake
site            Zurich, Switzerland
date            10/06/07
time            AM
depth           9.7
divetime        18
tank            fe
pressure        50
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda
link            None
tech            Divemaster Course part VI, assisted OWD course dive V
comments        Water was 17C and colder. Very bad visibility in the lake.
############################################################################
id              106
location        WZ Tiefenbrunnen, Zurich Lake
site            Zurich, Switzerland
date            10/06/07
time            AM
depth           11.7
divetime        16
tank            fe
pressure        50
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Olivier Korda
link            None
tech            Divemaster Course part VI, assisted OWD course dive V+
comments        Water was 17C and colder. Very bad visibility in the lake.
############################################################################
id              107
location        Ermitage, Zurich Lake
site            Kuessnacht, Switzerland
date            17/06/07
time            AM
depth           14.8
divetime        39
tank            fe
pressure        100
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Christian Antonucci
guide           Christian Antonucci
link            None
tech            Divemaster Course part VII, AOWD specialty dive (photo)
comments        Water was 17C and colder. Very bad visibility.
############################################################################
id              108
location        WZ Tiefenbrunnen, Zurich Lake
site            Zurich, Switzerland
date            24/06/07
time            AM
depth           11.7
divetime        25
tank            fe
pressure        50
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Alice
guide           Helmut Katzgraber
link            None
tech            Divemaster Course part VIII, guided a dive.
comments        Water was 17C and colder. Bad visibility in the lake.
############################################################################
id              109
location        Kleiner Parkplatz, Zurich Lake
site            Zurich, Switzerland
date            24/06/07
time            PM
depth           18.1
divetime        31
tank            fe
pressure        90
volume          12
air             Air
kilos           6
suit            semi-dry 7mm
buddy           Christian Antonucci
guide           Alice
link            None
tech            Divemaster Course final part
comments        Water was very cold. Interesting site. There is a wall drop off which leads to some grass.
############################################################################
id              110
location        Wakatobi House Reef
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            03/07/07
time            PM
depth           18.0
divetime        52
tank            alu
pressure        110
volume          15
air             EAN32
kilos           4
suit            long 3:2
buddy           Kim-Vy Tran
guide           Alex
link            https://katzgraber.org/album/album55/index.html
tech            medium current
comments        Saw a large scorpion fish, large lobster, large common lionfish, two octopus in love, two green frogfish together at end of dive, varicose wart slug, phyllidia ocelata
############################################################################
id              111
location        Table Coral City
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            04/07/07
time            AM
depth           20.9
divetime        73
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 3:2
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw several nudibranches, interesting soft corals, school of large barracudas
############################################################################
id              112
location        Fan Garden
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            04/07/07
time            AM
depth           18.9
divetime        73
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 3:2
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw school of large bumphead parrotfish, glosodoris cincta
############################################################################
id              113
location        Tanjung Patok
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            04/07/07
time            PM
depth           22.3
divetime        64
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 3:2
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            Drift dive, strong current
comments        Saw two green turtles, several lionfish, large puffer, large yellow boxfish, several scorpionfish, crocodile fish, huge grouper
############################################################################
id              114
location        Pinkies
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            05/07/07
time            AM
depth           21.7
divetime        71
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw several bubble coral shrimp, saw a chromodoris elizabethina, batfish, chromodoris coi, two pigmy seahorses
############################################################################
id              115
location        Dunia Baru (New World)
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            05/07/07
time            AM
depth           20.4
divetime        70
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw large cuttlefish, some clearfin lionfish, nice large fan corals
############################################################################
id              116
location        Roma
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            05/07/07
time            PM
depth           19.5
divetime        72
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            So-so visibility
comments        Saw large school of snappers, wonderful rose-shaped coral, several nudibranches, black ribbon eels
############################################################################
id              117
location        Blade
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            06/07/07
time            AM
depth           26.6
divetime        64
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw leaf scorpion fish, scorpion fish, several nudis, thuridilla bayeri, frog fish
############################################################################
id              118
location        Batfish Wall
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            06/07/07
time            AM
depth           21.6
divetime        71
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None 
comments        Saw cuttle fish, nudies, chromodoris kuniei, bat fish
############################################################################
id              119
location        Wakatobi House Reef
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            06/07/07
time            PM
depth           17.7
divetime        57
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 3:2
buddy           David
guide           Unguided
link            https://katzgraber.org/album/album55/index.html
tech            None  
comments        Saw large puffer, large yellow boxfish and a very large cuttlefish. Very pleasant and relaxed dive.
############################################################################
id              120
location        Dunia Baru (New World)
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            06/07/07
time            NI
depth           19.5
divetime        64
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None  
comments        Saw two leaf scorpionfish, several clearfin lionfish, fluorescent plankton, hunting cuttlefish, walking featherstars
############################################################################
id              121
location        Conchita
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            07/07/07
time            AM
depth           31.3
divetime        61
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw several nudibranches, puffers. Saw two large black-tip reef sharks, eagle ray. Nice reef.
############################################################################
id              122
location        Galaxy
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            07/07/07
time            AM
depth           25.3
divetime        69
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw pigmy sea horses, several new nudibranches. Strong pull-down currents.
############################################################################
id              123
location        Drift dive from Dunia Baru to House Reef
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            07/07/07
time            PM
depth           18.4
divetime        73
tank            alu
pressure        140
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            Drift dive
comments        Saw batfish, turtles, juvenile shaded batfish (awesome)
############################################################################
id              124
location        Taluk Maya
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            08/07/07
time            AM
depth           22.3
divetime        67
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw garden eels, sea moth, scorpion fish, spiny leaf fish, flounders, comet fish. Nice sandy bay with a lot to see in the sand.
############################################################################
id              125
location        Zoo
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            08/07/07
time            AM
depth           21.0
divetime        70
tank            alu
pressure        140
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw shorthand commensel shrimp, mantis shrimp, stone fish, scorpion fish, flathead crocodile fish, leaf scorpion fish, juvenile boxfish, school of batfish, black and yellow ribbon flatworm
############################################################################
id              126
location        Lorenzos Delight
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            10/07/07
time            AM
depth           26.2
divetime        61
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw candy crab, orang utan shrimp. Beautiful soft corals under the overhangs of the wall
############################################################################
id              127
location        Turkey Beach
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            10/07/07
time            AM
depth           18.1
divetime        71
tank            alu
pressure        140
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw large stone fish, blue spotted stingray, juvenile shaded batfish, many clownfish of different kinds, scorpion fish
############################################################################
id              128
location        Teluk Maya
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            10/07/07
time            NI
depth           19.1
divetime        65
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Yann
link            https://katzgraber.org/album/album55/index.html
tech            None
comments        Saw moth fish, mandarin fish, small cuttlefish, glass fish, several scorpionfish
############################################################################
id              129
location        Pastel to Lorenzos Delight
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            11/07/07
time            AM
depth           25.6
divetime        68
tank            alu
pressure        170
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Cecilia Kammann
guide           Danny
link            https://katzgraber.org/album/album55/index.html
tech            Drift dive along wall
comments        Saw some nudibranches, school of triggerfish, school of
batfish, lots of soft coral, moray eel. Wall dive with strong current.
############################################################################
id              130
location        Spaceship
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            11/07/07
time            AM
depth           20.2
divetime        70
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Danny
link            https://katzgraber.org/album/album55/index.html
tech            Wall dive with small current
comments        Saw chromodoris kunei, other nudibranches, orang utan crab, bubble coral schrimp, huge puffer
############################################################################
id              131
location        Magnifica 
site            Wakatobi Dive Resort, Sulawesi, Indonesia
date            11/07/07
time            PM
depth           25.3
divetime        70
tank            alu
pressure        160
volume          15
air             EAN32
kilos           4
suit            long 6:3
buddy           Kim-Vy Tran
guide           Danny
link            https://katzgraber.org/album/album55/index.html
tech            Wall dive with very strong current
comments        Saw pigmy sea horses, school of puffers, sea snake, turtles
############################################################################
id              132
location        El Quadim (right)
site            Moevenpick El Quseir, Egypt
date            26/09/08
time            AM
depth           23.9
divetime        69
tank            fe
pressure        140
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Adrian
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Pink baby lionfish, titan triggerfish, makrel schools, giant moray eel, banded shrimp
############################################################################
id              133
location        El Quadim (right)
site            Moevenpick El Quseir, Egypt
date            26/09/08
time            PM
depth           18.7
divetime        81
tank            fe
pressure        140
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Box fish, sepias in the shallows, juvenile clown fish, school of twobar seabream
############################################################################
id              134
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            27/09/08
time            AM
depth           29.5
divetime        61
tank            fe
pressure        140
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        School of makrels, large titan triggerfish
############################################################################
id              135
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            27/09/08
time            PM
depth           23.0
divetime        69
tank            fe
pressure        140
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw giant moray eel, giant barracuda, scorpion fish, bat fish
############################################################################
id              136
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            27/09/08
time            NI
depth           16.5
divetime        50
tank            fe
pressure        140
volume          15
air             EAN32
kilos           3
suit            long 6:3
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Large trigger fish, spanish dancer, many clearfin lionfish
############################################################################
id              137
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            29/09/08
time            PM
depth           25.2
divetime        61
tank            fe
pressure        160
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw anemonefish, banded shrimp, dotted box fish, lion fish, moray eel 
############################################################################
id              138
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            29/09/08
time            NI
depth           17.5
divetime        71
tank            fe
pressure        140
volume          15
air             Air
kilos           3
suit            long 6:3
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw spanish dancers, two mating huge moray eels, shrimp, several lionfish, electric ray 
############################################################################
id              139
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            30/09/08
time            AM
depth           25.3
divetime        69
tank            fe
pressure        150
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw clown fish, makrel school, pipefish, batfish, sea bream, lionfish 
############################################################################
id              140
location        El Quadim (right)
site            Moevenpick El Quseir, Egypt
date            30/09/08
time            PM
depth           21.9
divetime        74
tank            fe
pressure        160
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw swimming moray eel, baby lionfish, batfish, squids 
############################################################################
id              141
location        El Quadim (right)
site            Moevenpick El Quseir, Egypt
date            01/10/08
time            PM
depth           25.3
divetime        67
tank            fe
pressure        160
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw eagle rays, squids, oriental sweetlip, makrels, moray eels 
############################################################################
id              142
location        El Quadim (left)
site            Moevenpick El Quseir, Egypt
date            01/10/08
time            NI
depth           15.7
divetime        50
tank            fe
pressure        110
volume          15
air             Air
kilos           3
suit            long 6:3
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw moray eel, spanish dancer eggs, tiny cuttlefish, seabream
############################################################################
id              143
location        El Quadim (middle to right)
site            Moevenpick El Quseir, Egypt
date            02/10/08
time            PM
depth           30.1
divetime        63
tank            fe
pressure        150
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw large patch of bubble coral, anemonefish, squids. Middle is great if you want to be alone...
############################################################################
id              144
location        El Quadim (middle to right)
site            Moevenpick El Quseir, Egypt
date            03/10/08
time            AM
depth           30.6
divetime        60
tank            fe
pressure        150
volume          15
air             Air
kilos           3    
suit            long 6:3
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw huge napoleon, large titan triggerfish, squids, trio of large puffer
############################################################################
id              145
location        El Quadim (right)
site            Moevenpick El Quseir, Egypt
date            03/10/08
time            PM
depth           19.8
divetime        66
tank            fe
pressure        150
volume          15
air             EAN32
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw makrel school, clown fish
############################################################################
id              146
location        El Quadim (middle to left)
site            Moevenpick El Quseir, Egypt
date            04/10/08
time            AM
depth           33.3
divetime        60
tank            fe
pressure        170
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            Bad visibility due to wind
comments        Saw yellow box fish, titan trigger, nice soft coral in middle
############################################################################
id              147
location        El Quadim (middle to right)
site            Moevenpick El Quseir, Egypt
date            04/10/08
time            PM
depth           30.2
divetime        66
tank            fe
pressure        170
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            None
comments        Saw gian grouper, marbled grouper, makrel school 
############################################################################
id              148
location        El Quadim (sandy bottom and coral garden)
site            Moevenpick El Quseir, Egypt
date            04/10/08
time            NI
depth           17.0
divetime        63
tank            fe
pressure        100
volume          15
air             EAN32
kilos           3
suit            long 6:3
buddy           Kim-Vy Tran
guide           Martin
link            https://katzgraber.org/album/album69/index.html
tech            Night dive with UV lamps to see fluorescents creatures
comments        Saw several corals, sand dwellers, anemones 
############################################################################
id              149
location        El Quadim (middle to left)
site            Moevenpick El Quseir, Egypt
date            05/10/08
time            AM
depth           28.3
divetime        63
tank            fe
pressure        160
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            None
comments        Saw burrfish, soft corals in middle, bubble coral shrimp 
############################################################################
id              150
location        El Quadim (middle to left)
site            Moevenpick El Quseir, Egypt
date            05/10/08
time            AM
depth           25.8
divetime        72
tank            fe
pressure        150
volume          15
air             Air
kilos           3
suit            long 3:2
buddy           Kim-Vy Tran
guide           Unguided
link            https://katzgraber.org/album/album69/index.html
tech            None
comments        Saw school of makrels, bubble coral shrimp
############################################################################
id              151
location        Manta Ray Bay
site            Hawaii, USA
date            25/02/10
time            AM
depth           21.7
divetime        57
tank            alu
pressure        170
volume          11
air             EAN32
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Chrissy
link            https://katzgraber.org/album/album72/index.html
tech            None
comments        Saw large spotted eagle ray, many moray eels, flatworm, leaf scorpion fish
############################################################################
id              152
location        Hoover's Tower
site            Hawaii, USA
date            25/02/10
time            PM
depth           16.3
divetime        60
tank            alu
pressure        170
volume          11
air             EAN32
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Chrissy
link            https://katzgraber.org/album/album72/index.html
tech            Very choppy
comments        Saw many moray eels, varicose vart slug, smal boxfish
############################################################################
id              153
location        Pelagic Night Drift Dive
site            Hawaii, USA
date            25/02/10
time            NI
depth           15.6
divetime        61
tank            alu
pressure        170
volume          11
air             Air
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Jeff
link            https://katzgraber.org/album/album72/index.html
tech            Tethered off boat at 13m drift dive for 1.2km
comments        Most amazing pelagic night dive. Saw many pelagic creatures from the jellyfish family.
############################################################################
id              154
location        Garden Eel Cove
site            Hawaii, USA
date            26/02/10
time            PM
depth           23.4
divetime        51
tank            alu
pressure        190
volume          11
air             Air
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album72/index.html
tech            None
comments        Saw goatfish, puffer, squids
############################################################################
id              155
location        Garden Eel Cove
site            Hawaii, USA
date            26/02/10
time            NI
depth           14.6
divetime        39
tank            alu
pressure        190
volume          11
air             Air
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album72/index.html
tech            None 
comments        Manta dive. Saw three mantas. Amazing.
############################################################################
id              156
location        Lone Tree Arch
site            Hawaii, USA
date            28/02/10
time            PM
depth           13.7
divetime        59
tank            alu
pressure        170
volume          11
air             EAN32
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album72/index.html
tech            None
comments        Nice lavar arch, saw many moray eels.
############################################################################
id              157
location        Lone Tree Arch
site            Hawaii, USA
date            28/02/10
time            NI
depth           12.6
divetime        56
tank            alu
pressure        160
volume          11
air             EAN32
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Keller
link            https://katzgraber.org/album/album72/index.html
tech            None
comments        Moray eels hunting, nice coral. No mantas...
############################################################################
id              158
location        Old Airport
site            Hawaii, USA
date            01/03/10
time            AM
depth           23.2
divetime        63
tank            alu
pressure        170
volume          11
air             EAN32
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Erika
link            https://katzgraber.org/album/album72/index.html
tech            None
comments        Whales singing, varicose wart slug, moray eels, file fish
############################################################################
id              159
location        Aquarium
site            Hawaii, USA
date            01/03/10
time            PM
depth           14.4
divetime        41
tank            alu
pressure        170
volume          11
air             EAN32
kilos           5
suit            long 6:3
buddy           Kim-Vy Tran
guide           Erika
link            https://katzgraber.org/album/album72/index.html
tech            Strong current
comments        Lots of pipe fish
############################################################################
id              160
location        Flynn Reef
site            Cairns, Australia
date            16/07/10
time            AM
depth           15.4
divetime        46
tank            alu
pressure        130
volume          13.5
air             Air
kilos           6
suit            long 6:3
buddy           Kim-Vy Tran
guide           Shawn
link            https://katzgraber.org/album/
tech            So so visibility due to strong winds, long boat ride, catered by SilverSwift
comments        Saw turtle, huge wrasse, oriental sweetlips, large napoleons, 
three barracudas
############################################################################
id              161
location        Flynn Reef
site            Cairns, Australia
date            16/07/10
time            AM
depth           13.5
